,text,sentiment
1708,Holy Has crap Early Twitter Buzz Wish Secret Trek Star Austin Premiere,0
1709,getting think sick,0
1710,right officially please project book shoot happy birthday quiz jaime page screwed midterm loveyoult,0
1711,talking revising essay hobby aim,0
1712,offended never talk know lol anymore figured maybe dont became easily muchbut,0
1713,bad normal traffic meeting early super,0
1714,della got deleted weird twitter,0
1715,happy coast even get east They dont,0
1716,Arrive ripe bag like Poor go hit train office look freight banana fresh Perfectly,0
1717,home sigh amp bored thursday lagi gaaaaaaaaaaaaaahhh taxi exam missing okay,0
1718,could mum Brilliant crab Shame Bloody miserable work rufus listen,0
1719,right sync hurt summit,0
1720,studying suppose much commerce remember,0
1721,fever,0
1722,like bud hottiemcsuperbob cry omega cup nail troybolton,0
1723,chicken can not Argue hand top clergy Could also itch eat beef,0
1724,past Missing cant sleep life love yr person,0
1725,day start gear get Time as,0
1726,Should really today well sleep get tomorrow early,0
1727,Fairly flu certain,0
1728,misery going breaking put bed Gh,0
1729,math lab,0
1730,leave wan na coming soon dont,0
1731,fill want one something Which position There tightened suck move border,0
1732,month gon na OL job dinner every What usual terrific magic happens Sophia Where,0
1733,cold awareness way send,0
1734,still hesitate negative Power,0
1735,rid sick really Trying cough hard took stuff get,0
1736,loser back casino fat big,0
1737,want week day bed Even long seems four stay,0
1738,horizon mate gig near Glad future Any enjoyed lined None,0
1739,day isnt feeling,0
1740,phoebe play going watch want bball julian,0
1741,well mmm good luck,0
1742,bizarre letter got trip vendor bazaar sad road denied forward looking,0
1743,Now preferred Poor even Angela gratuitous annoyed grossness would Bones,0
1744,here still going although,0
1745,quotabsquot calorie wake bed cant dummy hungry co eat beatboxn Unburnable latin,0
1746,Work Bed,0
1747,please rain,0
1748,write thanks essay,0
1749,fire The house Len earlier Wins today Fuck lost caught safe family dog,0
1750,factory think going Who quotmathyquot Gh test quotAquot death come confusing stuff design,0
1751,someone never back MG problem gave lent,0
1752,part bad true,0
1753,wanted studying suck hear dam,0
1754,montana hannah fun NOT YA channel disney,0
1755,big upload try photo,0
1756,right sun buyout shining world people Somewhere,0
1757,chat broken,0
1758,gon na aint IS muwahaha bitch,0
1759,iphone looking wouldnt Caught current still contract left month torch Promised,0
1760,Well doctor going Goodnight much better everyone tomorrow feeling,0
1761,,0
1762,see And still slightly tired Italia didnt heck Blimmin,0
1763,surprising right going Not bed school break spring ray day thats more,0
1764,camera Wants back,0
1765,first third russian hill back NC econ deal popula DOMINATED NOT hallelujah second paper def,0
1766,sleep cant physically tired,0
1767,morning amp knowing tuna croissant dat t Ive meeting quottapauingquot buying STARBUCK FRA FA backtoback Zuraidah CHA since,0
1768,name dead seen Baron Boo twitter without think telling Haven new age way,0
1769,done want say send traffic Why page bottom youre would,0
1770,like damn feel lol preaching Why guilty,0
1771,hosting Looking seem getting hard config completely Finding different control shared,0
1772,sweettrying blue get theater charles cute cheer,0
1773,Mean,0
1774,outside Its job indoors While much incest always enjoy,0
1775,morning day still good poorly hope everyone feeling,0
1776,walk postmidnight going contemplated still get pile work,0
1777,afford thing gee want can not listing love,0
1778,still Everything broken,0
1779,morning sick feel single every Mir,0
1780,sleeping back hour cant sleep thirty,0
1781,need suggestion comment get don,0
1782,amp bout freeze peace come quiet end stress,0
1783,Santana girl like problem realized white eat found,0
1784,bored work soon,0
1785,used suck shrimp Food allergy month ago shellfish love became blue allergic,0
1786,canal root feel mom pain buddy also,0
1787,noise home Should even Not office today there much worked far,0
1788,Going night hour bed usually sleep get,0
1789,morning Well bad short question guess Good send cant This Why message Tom,0
1790,doctor give PREGNANT back lol chronic nah Guess pain Dad though epidermal,0
1791,nominator dunno interview bout week oyster suck good guess next news yeah,0
1792,keep OH play let saying user valid wont,0
1793,guerre temprano would knew que,0
1794,keep OL hun easy trying boredYes sorry youre stuck entertainedcant thought,0
1795,Take sukkkk care no url,0
1796,seen arrrggghhh episode night yet hadn Pity though last lose,0
1797,morning Early meeting,0
1798,want gh something depressing punch,0
1799,SIL setup subversion website dont understand,0
1800,Brahbrah Gh hour Bed,0
1801,bit like know lol money lie he yet maybe anyone dont little,0
1802,work Not fair sat,0
1803,Now time day shut assignment Hydraulic Who part,0
1804,NOT COL wtf house,0
1805,Mess Squash Brain Hurt,0
1806,ah dreptate Pair,0
1807,woke early,0
1808,sleep watching trying working,0
1809,Review sport dont channel get part,0
1810,sleep way gon na tonight,0
1811,TravoRadio Blip morning,0
1812,walk station train entire took undo,0
1813,would really lol earlier sad hate coco milk thats,0
1814,breast spec clear contact end tho reaction Means stuck allergic feeding,0
1815,wow dead,0
1816,finished past scratch hour anymore span word cooking hungry bol,0
1817,write trying dissertation,0
1818,Summer thats thought,0
1819,account And time blatantly shut Terms This Support untrue fake contradicts response,0
1820,Math noooooo back Annual duuuuuuuu Leave,0
1821,see thank sad House character great,0
1822,reply crap get Twitter didnt,0
1823,want ticket Kuala admitted Town hospital return Dad visit monday fly Cape yesterday,0
1824,tweeted twitterberry anymore help Haven age doesnt work,0
1825,light like coupled shift night late bloody outside meant going start sleep dont window,0
1826,yesterday Longing,0
1827,like want guy carmello jimmy,0
1828,Anything hear Sorry specific,0
1829,never time damn lodge good wit backbooth chilling made favorite pizza face danced,0
1830,Work today,0
1831,aim,0
1832,instead sugar sound fried eating put sweet accidentally rice food sometimes clumsiness salt,0
1833,morning dollar Its train full get always gym Why hot dont guy,0
1834,sale development pitch today day Another potential customer surface,0
1835,eliminated torrent night predictable tragically SYTYCDA love Downloading last,0
1836,car shop Its Waiting update,0
1837,homework What Bored pinging,0
1838,laundry worst becomes The wait longer unpleasant part,0
1839,leaving Thats weapon invent tweet cant covered Pandora Box AD,0
1840,CAN LEE UCI,0
1841,miss wish gon na week another matter fun conf hadn though next come worked,0
1842,huh wish could like best proud he soon talentfull bro,0
1843,friend together best fun much love time guy missing miss,0
1844,day Seeing better homework Done feeling,0
1845,putting tattoo mum night cream Passed last,0
1846,lol day coxless www invite,0
1847,anyway got Nah thanks gentleman Wednesday class But,0
1848,get Awe bed prayer cant dad Hope suck sleep better always,0
1849,Note bar schiphol passenger dont chocolate,0
1850,didnt hunt hear today,0
1851,lawyer journalist ambulance chasing reckoning,0
1852,morning couldnt want leave head Good Copenhagen doesnt world sleep tonight,0
1853,sampled messed rider song Flo blue,0
1854,sad Thats,0
1855,time plan ive forgotten yet todaywhich conserving lined extravagant,0
1856,youtube How link watched wont tried work,0
1857,boyfriend phone missing EET,0
1858,rudd money get wont doubt,0
1859,boring sound bec That hell,0
1860,another sad italy earthquake,0
1861,bad incomplete sad truncation localization Dutch many,0
1862,youre sweet,0
1863,wonderful logging get,0
1864,emily lie hey melanie,0
1865,AS VER WIN FUCKED USING AD MG THAT EXPLAIN LOTERY QIDONG TF,0
1866,done like late design wanted stayed Didn get,0
1867,like playing today Allergies mad,0
1868,year funeral Not Planting today friend,0
1869,music Blimp today undergoing maintenance,0
1870,went time together lol climbing without next,0
1871,one UST realized talking,0
1872,sad What isnt thought,0
1873,tomorrow want twylas day school also doesnt last,0
1874,done got sip Note vodka good crap cant ominous pain knee,0
1875,like Off rash measles today emily doctor look,0
1876,mine,0
1877,attention Whats whore wrong,0
1878,fun gon na coach,0
1879,already Misses Each,0
1880,morning wish late always person,0
1881,laundry AHHHHHHH except Everyone,0
1882,Useless Boo Pandora hoo box,0
1883,hurt leg,0
1884,need yet rest also finish But,0
1885,thank know dallas uu heard youre,0
1886,weather Down summer Where,0
1887,piss make bad know mormon getting feel hear lately joke sorry,0
1888,Also tad time sick Its hitting realize dramaqueen hard havent sounded ARS,0
1889,sorry nice Okay mean,0
1890,lot Facebook going forced summer picking sooner kernel Pro think upgrade Craaaaap,0
1891,pose week lol going hope dis,0
1892,Well remembered Lol watch sad anymore sat made cable dont,0
1893,thank today,0
1894,roll Had day lovely dinner gorgeous today followed work Book beach lady,0
1895,agree SOR want clearly attention TRI MATEEE THE CAT COULDNT,0
1896,burn got eye smoke,0
1897,making file could file sick Loves error upload module drupal framework Bitcache impossible,0
1898,feel lonely today,0
1899,could wish bed,0
1900,lol gon na night house bed Haha stuffscary creepy break,0
1901,upload cant pic,0
1902,happened shaved glass third guess accident ah day need hate flow eye brown,0
1903,like reading bullshit,0
1904,SCS This confused,0
1905,math study econ isnt mood,0
1906,amp shot OD consequently OO quotation Still good Tigers with Bearsquot,0
1907,get reply people,0
1908,day stiff Damn neck,0
1909,house min gust intro,0
1910,fab five Missing,0
1911,Gossip Girl tonight repeat,0
1912,week losing hobby Easter tomorrow work,0
1913,garage playing stop audio getting problem old thinking tuner,0
1914,hurry money want evo,0
1915,make willing tune sad piano bright Ive Anybody happy help song end new always trying,0
1916,gone Good bed havent,0
1917,make chocolate cant tired cooky sleep oatmeal baking chip,0
1918,wedding begin shot editing,0
1919,facebook Sucked,0
1920,door saw thought walking,0
1921,browser And watching sweet Twin stretched That fun Except,0
1922,said appeared may Team yet Adsense Ads delay Google hr,0
1923,regular need tired,0
1924,room dog SNORING,0
1925,Going instead really Wednesday want wake hoping sleep dont Tuesday tomorrow work,0
1926,site still cant sleep,0
1927,insomnia week,0
1928,Basically fool like need seeing feel juice care better take,0
1929,graft still bone stitch spitting,0
1930,ever honorary server reliable signalflare,0
1931,Well day night fun start working work,0
1932,Sleeping leave halo tonight,0
1933,hope side bridge,0
